date,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25
2017-01-30,['gonzaga'],['baylor'],['kansas'],['villanova'],['arizona'],['louisville'],['west-virginia'],['kentucky'],['virginia'],['wisconsin'],['ucla'],['north-carolina'],['oregon'],['cincinnati'],['florida-state'],['butler'],['maryland'],['saint-marys-ca'],['south-carolina'],['notre-dame'],['duke'],['creighton'],['purdue'],['florida'],['northwestern']
2017-02-06,['gonzaga'],['villanova'],['kansas'],['louisville'],['oregon'],['baylor'],['wisconsin'],['north-carolina'],['arizona'],['ucla'],['cincinnati'],['virginia'],['west-virginia'],['florida-state'],['kentucky'],['purdue'],['florida'],['duke'],['south-carolina'],['saint-marys-ca'],['maryland'],['butler'],['creighton'],['xavier'],['southern-methodist']
2017-02-13,['gonzaga'],['villanova'],['kansas'],['baylor'],['arizona'],['ucla'],['oregon'],['louisville'],['west-virginia'],['north-carolina'],['wisconsin'],['duke'],['kentucky'],['virginia'],['florida'],['purdue'],['florida-state'],['cincinnati'],['southern-methodist'],['creighton'],['south-carolina'],['saint-marys-ca'],['maryland'],['butler'],['notre-dame']
2017-02-20,['gonzaga'],['villanova'],['kansas'],['arizona'],['ucla'],['oregon'],['louisville'],['north-carolina'],['baylor'],['duke'],['kentucky'],['west-virginia'],['florida'],['purdue'],['cincinnati'],['wisconsin'],['southern-methodist'],['virginia'],['florida-state'],['saint-marys-ca'],['notre-dame'],['butler'],['creighton'],['maryland'],['wichita-state']
2017-02-27,['kansas'],['villanova'],['ucla'],['gonzaga'],['north-carolina'],['oregon'],['arizona'],['louisville'],['kentucky'],['west-virginia'],['baylor'],['florida'],['butler'],['southern-methodist'],['florida-state'],['purdue'],['duke'],['cincinnati'],['notre-dame'],['saint-marys-ca'],['wichita-state'],['wisconsin'],['virginia'],['iowa-state'],['miami-fl']
2017-03-06,['kansas'],['villanova'],['ucla'],['gonzaga'],['oregon'],['north-carolina'],['arizona'],['kentucky'],['baylor'],['louisville'],['west-virginia'],['southern-methodist'],['purdue'],['duke'],['cincinnati'],['florida-state'],['florida'],['butler'],['saint-marys-ca'],['wichita-state'],['virginia'],['notre-dame'],['iowa-state'],['wisconsin'],['maryland']
2017-05-01,['villanova'],['gonzaga'],['kansas'],['arizona'],['kentucky'],['north-carolina'],['duke'],['ucla'],['oregon'],['louisville'],['southern-methodist'],['baylor'],['west-virginia'],['notre-dame'],['purdue'],"['florida-state', 'iowa-state']",[],['cincinnati'],['wichita-state'],['florida'],['butler'],['saint-marys-ca'],['michigan'],['virginia'],['wisconsin']
2017-10-01,['duke'],['michigan-state'],['arizona'],['kansas'],['kentucky'],['villanova'],['wichita-state'],['florida'],['north-carolina'],['southern-california'],['west-virginia'],['cincinnati'],['miami-fl'],['notre-dame'],['minnesota'],['louisville'],['xavier'],['gonzaga'],['northwestern'],['purdue'],['ucla'],['saint-marys-ca'],['seton-hall'],['baylor'],['texas-am']
2017-11-13,['duke'],['michigan-state'],['arizona'],['kansas'],['villanova'],['wichita-state'],['kentucky'],['florida'],['north-carolina'],['southern-california'],['miami-fl'],['cincinnati'],['notre-dame'],['minnesota'],['xavier'],['texas-am'],['gonzaga'],['louisville'],['purdue'],['northwestern'],['saint-marys-ca'],['seton-hall'],['ucla'],['west-virginia'],['baylor']
2017-11-20,['duke'],['arizona'],['kansas'],['michigan-state'],['villanova'],['wichita-state'],['florida'],['kentucky'],['north-carolina'],['southern-california'],['miami-fl'],['cincinnati'],['notre-dame'],['minnesota'],['xavier'],['texas-am'],['gonzaga'],['purdue'],['louisville'],['seton-hall'],['saint-marys-ca'],['baylor'],['west-virginia'],['ucla'],['alabama']
2017-11-27,['duke'],['kansas'],['michigan-state'],['villanova'],['notre-dame'],['florida'],['kentucky'],['wichita-state'],['texas-am'],['miami-fl'],['cincinnati'],['minnesota'],['north-carolina'],['southern-california'],['gonzaga'],['baylor'],['louisville'],['virginia'],['west-virginia'],['arizona-state'],['xavier'],['texas-tech'],['texas-christian'],['alabama'],['creighton']
2017-12-04,['duke'],['kansas'],['michigan-state'],['villanova'],['florida'],['wichita-state'],['texas-am'],['kentucky'],['notre-dame'],['miami-fl'],['north-carolina'],['gonzaga'],['xavier'],['minnesota'],['virginia'],['arizona-state'],['cincinnati'],['west-virginia'],['seton-hall'],['texas-christian'],['purdue'],['nevada'],['baylor'],['tennessee'],['southern-california']
2017-12-11,['villanova'],['michigan-state'],['wichita-state'],['duke'],['arizona-state'],['miami-fl'],['north-carolina'],['kentucky'],['texas-am'],['xavier'],['west-virginia'],['gonzaga'],['kansas'],['texas-christian'],['seton-hall'],['virginia'],['purdue'],['notre-dame'],['florida-state'],['tennessee'],['baylor'],['florida'],['arizona'],['texas-tech'],['cincinnati']
2017-12-18,['villanova'],['michigan-state'],['arizona-state'],['duke'],['north-carolina'],['miami-fl'],['kentucky'],['texas-am'],['xavier'],['west-virginia'],['wichita-state'],['gonzaga'],['virginia'],['kansas'],['texas-christian'],['purdue'],['oklahoma'],['arizona'],['baylor'],['cincinnati'],['tennessee'],['texas-tech'],['seton-hall'],['florida-state'],['creighton']
2017-12-25,['villanova'],['michigan-state'],['arizona-state'],['duke'],['texas-am'],['xavier'],['west-virginia'],['wichita-state'],['virginia'],['texas-christian'],['kansas'],['oklahoma'],['north-carolina'],['purdue'],['miami-fl'],['kentucky'],['arizona'],['baylor'],['tennessee'],['gonzaga'],['cincinnati'],['texas-tech'],['seton-hall'],['florida-state'],['creighton']
2018-01-01,['michigan-state'],['duke'],['villanova'],['arizona-state'],['xavier'],['west-virginia'],['oklahoma'],['virginia'],['wichita-state'],['kansas'],['texas-am'],['north-carolina'],['purdue'],['arizona'],['miami-fl'],['texas-christian'],['kentucky'],['texas-tech'],"['cincinnati', 'gonzaga']",[],['seton-hall'],['arkansas'],['tennessee'],['florida-state'],['clemson']
2018-01-08,['villanova'],['west-virginia'],['virginia'],['michigan-state'],['purdue'],['wichita-state'],['duke'],['texas-tech'],['oklahoma'],['xavier'],['arizona-state'],['kansas'],['seton-hall'],['cincinnati'],['gonzaga'],['texas-christian'],['arizona'],['miami-fl'],['clemson'],['north-carolina'],['kentucky'],['auburn'],['florida-state'],['tennessee'],['creighton']
2018-01-15,['villanova'],['virginia'],['purdue'],['oklahoma'],['duke'],['west-virginia'],['wichita-state'],['texas-tech'],['michigan-state'],['kansas'],['xavier'],['cincinnati'],['gonzaga'],['arizona'],['north-carolina'],['arizona-state'],['auburn'],['kentucky'],['seton-hall'],['clemson'],['tennessee'],['ohio-state'],['michigan'],['texas-christian'],['miami-fl']
2018-01-22,['villanova'],['virginia'],['purdue'],['duke'],['kansas'],['michigan-state'],['west-virginia'],['xavier'],['cincinnati'],['north-carolina'],['arizona'],['oklahoma'],['ohio-state'],['texas-tech'],['gonzaga'],['saint-marys-ca'],['wichita-state'],['clemson'],['auburn'],['florida'],['arizona-state'],['tennessee'],['nevada'],['rhode-island'],['michigan']
2018-01-29,['villanova'],['virginia'],['purdue'],['duke'],['michigan-state'],['xavier'],['kansas'],['cincinnati'],['arizona'],['texas-tech'],['auburn'],['oklahoma'],['saint-marys-ca'],['gonzaga'],['west-virginia'],['wichita-state'],['ohio-state'],['tennessee'],['north-carolina'],['clemson'],['kentucky'],['rhode-island'],['florida'],['michigan'],['arizona-state']
2018-02-05,['villanova'],['virginia'],['purdue'],['michigan-state'],['xavier'],['cincinnati'],['texas-tech'],['auburn'],['duke'],['kansas'],['saint-marys-ca'],['gonzaga'],['arizona'],['ohio-state'],['tennessee'],['clemson'],['oklahoma'],['rhode-island'],['west-virginia'],['michigan'],['north-carolina'],['wichita-state'],['nevada'],['kentucky'],['miami-fl']
2018-02-12,['virginia'],['michigan-state'],['villanova'],['xavier'],['cincinnati'],['purdue'],['texas-tech'],['ohio-state'],['gonzaga'],['auburn'],['clemson'],['duke'],['kansas'],['north-carolina'],['saint-marys-ca'],['rhode-island'],['arizona'],['tennessee'],['wichita-state'],['west-virginia'],['texas-am'],['michigan'],['oklahoma'],['nevada'],['arizona-state']
2018-02-19,['virginia'],['michigan-state'],['villanova'],['xavier'],['duke'],"['gonzaga', 'texas-tech']",[],['kansas'],['purdue'],['north-carolina'],['cincinnati'],['auburn'],['wichita-state'],['arizona'],['clemson'],['ohio-state'],['michigan'],['rhode-island'],['tennessee'],['nevada'],['west-virginia'],['saint-marys-ca'],['houston'],['middle-tennessee'],['florida-state']
2018-02-26,['virginia'],['michigan-state'],['xavier'],['villanova'],['duke'],['kansas'],['gonzaga'],['purdue'],['north-carolina'],['cincinnati'],['wichita-state'],['texas-tech'],['ohio-state'],['auburn'],['michigan'],['tennessee'],['rhode-island'],['clemson'],['arizona'],['west-virginia'],['nevada'],['saint-marys-ca'],['kentucky'],['middle-tennessee'],['houston']
2018-03-05,['virginia'],['villanova'],['xavier'],['michigan-state'],['duke'],['gonzaga'],['michigan'],['cincinnati'],['kansas'],['purdue'],['wichita-state'],['north-carolina'],['tennessee'],['texas-tech'],['arizona'],['auburn'],['ohio-state'],['west-virginia'],['clemson'],['saint-marys-ca'],['houston'],['nevada'],['florida'],['miami-fl'],['rhode-island']
2018-05-01,['virginia'],['villanova'],['xavier'],['kansas'],['michigan-state'],['cincinnati'],['michigan'],['gonzaga'],['duke'],['north-carolina'],['purdue'],['arizona'],['tennessee'],['texas-tech'],['west-virginia'],['wichita-state'],['ohio-state'],['kentucky'],['auburn'],['clemson'],['houston'],['miami-fl'],['florida'],['nevada'],['saint-marys-ca']
2018-10-01,['kansas'],['kentucky'],['gonzaga'],['duke'],['virginia'],['tennessee'],['nevada'],['north-carolina'],['villanova'],['michigan-state'],['auburn'],['kansas-state'],['west-virginia'],['oregon'],['virginia-tech'],['syracuse'],['florida-state'],['mississippi-state'],['michigan'],['texas-christian'],['ucla'],['clemson'],['louisiana-state'],['purdue'],['washington']
2018-11-12,['duke'],['kansas'],['gonzaga'],['virginia'],['tennessee'],['nevada'],['north-carolina'],['villanova'],['auburn'],['kentucky'],['michigan-state'],['kansas-state'],['oregon'],['florida-state'],['syracuse'],['virginia-tech'],['mississippi-state'],['michigan'],['clemson'],['ucla'],['texas-christian'],['louisiana-state'],['purdue'],['marquette'],['buffalo']
2018-11-19,['duke'],['kansas'],['gonzaga'],['virginia'],['tennessee'],['nevada'],['north-carolina'],['auburn'],['michigan'],['kentucky'],['michigan-state'],['kansas-state'],['virginia-tech'],['florida-state'],['mississippi-state'],['clemson'],['ucla'],['texas-christian'],['louisiana-state'],['iowa'],['oregon'],['buffalo'],['ohio-state'],['purdue'],['wisconsin']
2018-11-26,['gonzaga'],['kansas'],['duke'],['virginia'],['nevada'],['tennessee'],['michigan'],['auburn'],['michigan-state'],['kentucky'],['north-carolina'],['kansas-state'],['virginia-tech'],['iowa'],['florida-state'],['ohio-state'],['texas'],['oregon'],['purdue'],['texas-tech'],['buffalo'],['wisconsin'],['villanova'],['maryland'],['mississippi-state']
2018-12-03,['gonzaga'],['kansas'],['duke'],['virginia'],['michigan'],['nevada'],['tennessee'],['auburn'],['kentucky'],['michigan-state'],['florida-state'],['wisconsin'],['texas-tech'],['north-carolina'],['virginia-tech'],['kansas-state'],['buffalo'],['iowa'],['ohio-state'],['arizona-state'],['villanova'],['mississippi-state'],['maryland'],['nebraska'],['furman']
2018-12-10,['kansas'],['duke'],['tennessee'],['gonzaga'],['michigan'],['virginia'],['nevada'],['auburn'],['michigan-state'],['florida-state'],['texas-tech'],['north-carolina'],['virginia-tech'],['buffalo'],['ohio-state'],['wisconsin'],['villanova'],['mississippi-state'],['kentucky'],['arizona-state'],['marquette'],['iowa'],['furman'],['houston'],"['indiana', 'kansas-state', 'syracuse']"
2018-12-17,['kansas'],['duke'],['tennessee'],['michigan'],['virginia'],['nevada'],['auburn'],['gonzaga'],['north-carolina'],['michigan-state'],['florida-state'],['texas-tech'],['virginia-tech'],['buffalo'],['ohio-state'],['wisconsin'],['mississippi-state'],['arizona-state'],['kentucky'],['marquette'],['houston'],['indiana'],['iowa'],['furman'],['nebraska']
2018-12-24,['duke'],['michigan'],['tennessee'],['virginia'],['kansas'],['nevada'],['gonzaga'],['michigan-state'],['florida-state'],['virginia-tech'],['texas-tech'],['auburn'],['ohio-state'],['north-carolina'],['wisconsin'],['kentucky'],['arizona-state'],['marquette'],['mississippi-state'],['north-carolina-state'],['buffalo'],['houston'],['indiana'],['iowa'],['oklahoma']
2018-12-31,['duke'],['michigan'],['tennessee'],['virginia'],['kansas'],['nevada'],['gonzaga'],['michigan-state'],['florida-state'],['virginia-tech'],['texas-tech'],['auburn'],['kentucky'],['ohio-state'],['north-carolina'],['marquette'],['mississippi-state'],['north-carolina-state'],['houston'],['buffalo'],['indiana'],['wisconsin'],['oklahoma'],['nebraska'],['iowa']
2019-01-07,['duke'],['michigan'],['tennessee'],['virginia'],['gonzaga'],['michigan-state'],['kansas'],['texas-tech'],['virginia-tech'],['nevada'],['auburn'],['north-carolina'],['florida-state'],['mississippi-state'],['north-carolina-state'],['ohio-state'],['houston'],['kentucky'],['buffalo'],['iowa-state'],['marquette'],['indiana'],['oklahoma'],['st-johns-ny'],['texas-christian']
2019-01-14,['duke'],['michigan'],['tennessee'],['virginia'],['gonzaga'],['michigan-state'],['kansas'],['texas-tech'],['virginia-tech'],['nevada'],['florida-state'],['kentucky'],['north-carolina'],['auburn'],['marquette'],['buffalo'],['north-carolina-state'],['mississippi'],['maryland'],['oklahoma'],['houston'],['villanova'],['iowa'],['mississippi-state'],['indiana']
2019-01-21,['tennessee'],['duke'],['virginia'],['gonzaga'],['michigan'],['michigan-state'],['nevada'],['kentucky'],['kansas'],['virginia-tech'],['north-carolina'],['marquette'],['maryland'],"['buffalo', 'texas-tech']",[],['auburn'],['houston'],['villanova'],['iowa'],['mississippi'],['north-carolina-state'],['mississippi-state'],['louisville'],['iowa-state'],['louisiana-state']
2019-01-28,['tennessee'],['duke'],['virginia'],['gonzaga'],['michigan'],['michigan-state'],['kentucky'],['nevada'],['north-carolina'],['marquette'],['kansas'],['virginia-tech'],['houston'],['villanova'],['louisville'],['texas-tech'],['purdue'],['buffalo'],['louisiana-state'],['iowa-state'],['maryland'],['mississippi-state'],['north-carolina-state'],['wisconsin'],['florida-state']
2019-02-04,['tennessee'],['duke'],['virginia'],['gonzaga'],['kentucky'],['nevada'],['michigan'],['north-carolina'],['michigan-state'],['marquette'],['virginia-tech'],['houston'],['kansas'],['villanova'],['purdue'],['louisville'],['iowa-state'],['texas-tech'],['wisconsin'],['iowa'],['louisiana-state'],['florida-state'],['buffalo'],['maryland'],['cincinnati']
2019-02-11,['tennessee'],['duke'],['gonzaga'],['virginia'],['kentucky'],['michigan'],['nevada'],['north-carolina'],['houston'],['marquette'],['michigan-state'],['purdue'],['villanova'],['kansas'],['texas-tech'],['louisville'],['florida-state'],['kansas-state'],['louisiana-state'],['wisconsin'],['iowa'],['virginia-tech'],['iowa-state'],['maryland'],['buffalo']
2019-02-18,['duke'],['gonzaga'],['virginia'],['kentucky'],['tennessee'],['nevada'],['michigan'],['north-carolina'],['houston'],['michigan-state'],['marquette'],['kansas'],['louisiana-state'],['texas-tech'],['purdue'],['florida-state'],['villanova'],['louisville'],['iowa-state'],['virginia-tech'],['iowa'],['wisconsin'],['kansas-state'],['maryland'],['buffalo']
2019-02-25,['gonzaga'],['virginia'],['duke'],['kentucky'],['north-carolina'],['michigan-state'],['tennessee'],['houston'],['michigan'],['marquette'],['texas-tech'],['nevada'],['louisiana-state'],['purdue'],['kansas'],['kansas-state'],['maryland'],['florida-state'],['wisconsin'],['virginia-tech'],['buffalo'],['iowa'],['cincinnati'],['wofford'],['washington']
2019-03-04,['gonzaga'],['virginia'],['north-carolina'],['duke'],['tennessee'],['kentucky'],['michigan'],['texas-tech'],['michigan-state'],['louisiana-state'],['purdue'],['houston'],['kansas'],['florida-state'],['virginia-tech'],['marquette'],['nevada'],['kansas-state'],['buffalo'],['cincinnati'],['wisconsin'],['wofford'],['villanova'],['maryland'],['central-florida']
2019-03-11,['gonzaga'],['virginia'],['north-carolina'],['kentucky'],['duke'],['michigan-state'],['texas-tech'],['tennessee'],['louisiana-state'],['michigan'],['houston'],['florida-state'],['purdue'],['nevada'],['kansas-state'],['virginia-tech'],['kansas'],['buffalo'],['wisconsin'],['wofford'],['maryland'],['auburn'],['marquette'],['cincinnati'],['villanova']
2019-05-01,['duke'],['virginia'],['north-carolina'],['gonzaga'],['michigan-state'],['tennessee'],['kentucky'],['michigan'],['texas-tech'],['florida-state'],['houston'],['louisiana-state'],['purdue'],['auburn'],['buffalo'],['virginia-tech'],['kansas'],['kansas-state'],['wofford'],['nevada'],['wisconsin'],['cincinnati'],['villanova'],['iowa-state'],['utah-state']
2019-10-01,['michigan-state'],['kentucky'],['kansas'],['duke'],['louisville'],['florida'],['maryland'],['gonzaga'],['north-carolina'],['villanova'],['virginia'],['seton-hall'],['texas-tech'],['memphis'],['oregon'],['baylor'],['utah-state'],['ohio-state'],['xavier'],['saint-marys-ca'],['arizona'],['louisiana-state'],['purdue'],['auburn'],['virginia-commonwealth']
2019-11-11,['kentucky'],['duke'],['michigan-state'],['louisville'],['kansas'],['north-carolina'],['maryland'],['gonzaga'],['virginia'],['villanova'],['texas-tech'],['seton-hall'],['memphis'],['oregon'],['florida'],['ohio-state'],['utah-state'],['saint-marys-ca'],['arizona'],['washington'],['xavier'],['auburn'],['louisiana-state'],['baylor'],['colorado']
2019-11-18,['duke'],['louisville'],['michigan-state'],['kansas'],['north-carolina'],['maryland'],['virginia'],['gonzaga'],['kentucky'],['ohio-state'],['oregon'],['texas-tech'],['seton-hall'],['arizona'],['utah-state'],['memphis'],['villanova'],['xavier'],['auburn'],['tennessee'],['virginia-commonwealth'],['texas'],['colorado'],['baylor'],['washington']
2019-11-25,['duke'],['louisville'],['michigan-state'],['kansas'],['maryland'],['north-carolina'],['virginia'],['gonzaga'],['kentucky'],['ohio-state'],['oregon'],['texas-tech'],['seton-hall'],['arizona'],['utah-state'],['memphis'],['tennessee'],['auburn'],['baylor'],['virginia-commonwealth'],['colorado'],['villanova'],['washington'],['florida'],['xavier']
2019-12-02,['louisville'],['kansas'],['maryland'],['michigan'],['virginia'],['ohio-state'],['north-carolina'],['kentucky'],['gonzaga'],['duke'],['michigan-state'],['arizona'],['oregon'],['auburn'],['memphis'],['seton-hall'],['florida-state'],['baylor'],['dayton'],['colorado'],['tennessee'],['washington'],['villanova'],['butler'],['utah-state']
2019-12-09,['louisville'],['kansas'],['ohio-state'],['maryland'],['michigan'],['gonzaga'],['duke'],['kentucky'],['virginia'],['oregon'],['baylor'],['auburn'],['memphis'],['dayton'],['arizona'],['michigan-state'],['north-carolina'],['butler'],['tennessee'],['villanova'],['florida-state'],['seton-hall'],['xavier'],['colorado'],['san-diego-state']
2019-12-16,['kansas'],['gonzaga'],['louisville'],['duke'],['ohio-state'],['kentucky'],['maryland'],['oregon'],['virginia'],['baylor'],['memphis'],['auburn'],['dayton'],['michigan'],['michigan-state'],['arizona'],['butler'],['villanova'],['florida-state'],['san-diego-state'],['tennessee'],['washington'],['penn-state'],['texas-tech'],['west-virginia']
2019-12-23,['gonzaga'],['ohio-state'],['louisville'],['duke'],['kansas'],['oregon'],['baylor'],['auburn'],['memphis'],['villanova'],['michigan'],['butler'],['maryland'],['michigan-state'],['san-diego-state'],['virginia'],['florida-state'],['dayton'],['kentucky'],['penn-state'],['washington'],['west-virginia'],['texas-tech'],['arizona'],['iowa']
2019-12-30,['gonzaga'],['duke'],['kansas'],['oregon'],['ohio-state'],['baylor'],['louisville'],['auburn'],['memphis'],['villanova'],['butler'],['michigan'],['san-diego-state'],['michigan-state'],['maryland'],['west-virginia'],['kentucky'],['florida-state'],['virginia'],['dayton'],['penn-state'],['texas-tech'],['iowa'],['wichita-state'],['arizona']
2020-01-06,['gonzaga'],['duke'],['kansas'],['baylor'],['auburn'],['butler'],['san-diego-state'],['michigan-state'],['oregon'],['florida-state'],['ohio-state'],['maryland'],['louisville'],['kentucky'],['dayton'],['villanova'],['west-virginia'],['virginia'],['michigan'],['penn-state'],['memphis'],['texas-tech'],['wichita-state'],['arizona'],['colorado']
2020-01-13,['gonzaga'],['baylor'],['duke'],['auburn'],['butler'],['kansas'],['san-diego-state'],['oregon'],['florida-state'],['kentucky'],['louisville'],['west-virginia'],['dayton'],['villanova'],['michigan-state'],['wichita-state'],['maryland'],['seton-hall'],['michigan'],['colorado'],['ohio-state'],['memphis'],['texas-tech'],['illinois'],['creighton']
2020-01-20,['baylor'],['gonzaga'],['kansas'],['san-diego-state'],['florida-state'],['louisville'],['dayton'],['duke'],['villanova'],['seton-hall'],['michigan-state'],['oregon'],['butler'],['west-virginia'],['kentucky'],['auburn'],['maryland'],['texas-tech'],['iowa'],['memphis'],['illinois'],['arizona'],['colorado'],['rutgers'],['houston']
2020-01-27,['baylor'],['gonzaga'],['kansas'],['san-diego-state'],['florida-state'],['louisville'],['dayton'],['villanova'],['duke'],['seton-hall'],['oregon'],['west-virginia'],['kentucky'],['michigan-state'],['maryland'],['butler'],['auburn'],['iowa'],['illinois'],['colorado'],['houston'],['louisiana-state'],['wichita-state'],['penn-state'],['rutgers']
2020-02-03,['baylor'],['gonzaga'],['kansas'],['san-diego-state'],['louisville'],['dayton'],['duke'],['florida-state'],['maryland'],['villanova'],['auburn'],['seton-hall'],['west-virginia'],['oregon'],['kentucky'],['michigan-state'],['iowa'],['louisiana-state'],['butler'],['illinois'],['creighton'],['penn-state'],['arizona'],['colorado'],['houston']
2020-02-10,['baylor'],['gonzaga'],['kansas'],['san-diego-state'],['louisville'],['dayton'],['duke'],['florida-state'],['maryland'],['seton-hall'],['auburn'],['kentucky'],['penn-state'],['west-virginia'],['villanova'],['colorado'],['oregon'],['marquette'],['butler'],['houston'],['iowa'],['illinois'],['creighton'],['texas-tech'],['louisiana-state']
2020-02-17,['baylor'],['gonzaga'],['kansas'],['san-diego-state'],['dayton'],['duke'],['maryland'],['florida-state'],['penn-state'],['kentucky'],['louisville'],['villanova'],['auburn'],['oregon'],['creighton'],['seton-hall'],['west-virginia'],['colorado'],['marquette'],['iowa'],['butler'],['houston'],['brigham-young'],['arizona'],['ohio-state']
2020-02-24,['kansas'],['baylor'],['gonzaga'],['dayton'],['san-diego-state'],['florida-state'],['duke'],['kentucky'],['maryland'],['creighton'],['louisville'],['villanova'],['seton-hall'],['oregon'],['auburn'],['penn-state'],['brigham-young'],['iowa'],['michigan'],['west-virginia'],['colorado'],['texas-tech'],['ohio-state'],['michigan-state'],['houston']
2020-03-02,['kansas'],['gonzaga'],['dayton'],['baylor'],['san-diego-state'],['kentucky'],['florida-state'],['seton-hall'],['maryland'],['louisville'],['creighton'],['duke'],['oregon'],['villanova'],['brigham-young'],['michigan-state'],['auburn'],['iowa'],['ohio-state'],['penn-state'],['houston'],['virginia'],['illinois'],['wisconsin'],['michigan']
2020-03-09,['kansas'],['gonzaga'],['dayton'],['florida-state'],['baylor'],['san-diego-state'],['creighton'],['kentucky'],['michigan-state'],['duke'],['villanova'],['maryland'],['oregon'],['brigham-young'],['louisville'],['seton-hall'],['virginia'],['wisconsin'],['ohio-state'],['auburn'],['illinois'],['houston'],['west-virginia'],['butler'],['iowa']
2020-05-01,['kansas'],['gonzaga'],['dayton'],['florida-state'],['baylor'],['san-diego-state'],['creighton'],['kentucky'],['michigan-state'],['villanova'],['duke'],['maryland'],['oregon'],['louisville'],['seton-hall'],['virginia'],['wisconsin'],['brigham-young'],['ohio-state'],['auburn'],['illinois'],['houston'],['butler'],['west-virginia'],['iowa']
